source_content,source_number,question_type,question_number,year,file_name
"Source: Helen Simon, women’s rights advocate, editorial in Woman, official publication of the League of German Women’s Movements, August 1914. Now rings out the redeeming call: national women’s service! For that the women’s movement is thankful. We too stand in the rank and file, fighting with our entire will and ability, fighting with our entire heart’s blood for the German empire. These times create no worries or sorrows. We want only victory! Victory against the enemy at our borders, and victory over the economic and moral danger within.",4,DBQ,1,2003,ap03_frq_euro_history_23074.txt
"Source: S. Jobs, columnist, “Ten Years Ago,” The World on Monday, liberal newspaper, Berlin, tenth anniversary of the proclamation of war, August 4, 1924. It is simply not true that the proclamation of war brought forth a rush of enthusiasm among the Berlin population. Whoever was out on that evening, walking the very crowded streets, found a quiet, serious, even shaken group of people. To be sure every now and then a parade of youthful voices sang the ideas of the Pan-German League along the streets, but the quiet pedestrians on the sidewalk were unmoved by this spectacle.",5,DBQ,1,2003,ap03_frq_euro_history_23074.txt
"Source: Oskar Schmitz, author, member of the Pan-German League, pamphlet, “The Real Germany,” 1915. Our strength today is our unity, that is, the best individuals in all our classes support the war and are determined to see it through to the end. Other “opinions” are not allowed. That in England there still exists freedom of thought concerning the war is England’s weakness.",6,DBQ,1,2003,ap03_frq_euro_history_23074.txt
"Source: German soldier in the trenches, quoted in the National Liberal Party newspaper, Daily Observer, Berlin, November 1915. We were very disturbed to hear the news of high prices and the shortage of food. The blood rises to our heads when we imagine that, behind the front, turncoats are exploiting our inhuman sacrifices to fill their sacks with gold, and that they are enriching themselves at the expense of our women and children.",7,DBQ,1,2003,ap03_frq_euro_history_23074.txt
"Source: Evelyn Blcher von Wahlstatt, English wife of a German prince, diary, November 1915. I hear women in the streets saying, “Why should we work, starve, send our men out to fight? We’d rather fight for a more just division of the goods of this Earth. The state that called on us to fight cannot even give us decent food, does not treat our men as human beings, but as so many nuts and bolts in the great machine of the German army.”",8,DBQ,1,2003,ap03_frq_euro_history_23074.txt
"Source: Military administrator of a rural province, report to high military and civilian officials, August 1916. Characteristic is what I heard a few days ago from a farmer whose husband is fighting on the front. She said “I have been working now for a year alone on the farm, and have only prisoners-of-war to help do the work. I can’t take it any more. I’m not going to slave away for those Berliners anymore.”",9,DBQ,1,2003,ap03_frq_euro_history_23074.txt
"0 Source: Police report sent to the chief of police, Berlin, April 1917. According to informers, radical labor leaders will make the following demands at their meeting today:1. Free the party’s leaders. 2. Free all persons being held in protective custody. 3. Lift the ban on assembly. 4. Grant complete freedom of political activity to the party’s leaders. 5. Provide sufficient food through state control of distribution. 6. Lift martial law. 7. End the war without seeking damages or conquests.",1,DBQ,1,2003,ap03_frq_euro_history_23074.txt
"1 Source: General Wilhelm Groener, Army Chief of Staff, proclamation, April 1917. Who dares not work when Supreme Commander Hindenburg commands? He who goes on strike so long as our armies stand before the enemy is a stinking dog. I hereby order that all high-minded workers in the factories enlighten their comrades about what the time and the future of the Fatherland demands from us all: work and more work until the victorious end of the war.",1,DBQ,1,2003,ap03_frq_euro_history_23074.txt
2,1,DBQ,1,2003,ap03_frq_euro_history_23074.txt
"Source: Sebastian Castellio, French Protestant theologian, Concerning Heretics, Basel, Switzerland, 1554. I can discover no more than this, that we regard those as heretics with whom we disagree. This is evident from the fact that today there is scarcely one of our innumerable sects that does not look upon the rest as heretics, so that if you are orthodox in one city or region, you are held for a heretic in the next. . . . Who would wish to be a Christian when he saw that those who confessed the name of Christ were destroyed by Christians themselves with fire, water, and the sword without mercy?",1,DBQ,1,2013,ap13_frq_euro_history.txt
"Source: William, Prince of Orange and Archduke Matthias of Hapsburg, leaders of the Protestant and Catholic parties in the Dutch revolt against Spain, joint proclamation to the people of the Netherlands, Antwerp, 1578. The Reformed religion is much followed and loved in this country not only because of the war, but also because we are hosts to merchants . . . of neighboring realms who adhere to this religion. . . . If we do not grant members of the Reformed Church freedom to exercise their religion . . . then our common enemy [Spain] will find it all the easier to harm us, while, if we are held together in close union by a peaceful accord, we shall be able to defend ourselves against all troubles and dangers.",2,DBQ,1,2013,ap13_frq_euro_history.txt
"Source: Synod of Middelburg, a Calvinist church council in the Netherlands, resolution, 1581. Regarding Christian love, it does not consist in having to tolerate every person in his disbelief without speaking against it or punishing him. . . . He too uses love who admonishes and instructs with soft and hard words, as the need demands. . . . The Reformed [Calvinist] Church cannot exempt [a person] from God’s law nor teach anything else . . . or promise anyone freedom and salvation except those to whom God has promised them.",3,DBQ,1,2013,ap13_frq_euro_history.txt
"Source: Contract between the Catholic church chapter* and the municipal council of the town of Bautzen, Saxony, 1583. On account of the conditions of this place, Lutherans have suffered obstacles placed in the way of their singing their hymns and hearing their sermons. And so the well-intentioned Catholic church chapter, in response to repeated requests by the municipal council to maintain good neighborly relations, Christian peace, and unity, gave permission for the Lutherans to use the upper gallery in the church . . . so that their preachers, deacons, and students could perform their services without hindrance. [It is further ordered] that Lutheran preachers and deacons do not prolong their sermons, songs, or Communion beyond 8:00 or 8:30 in the morning. . . . Similarly, their funerary sermons must be over by 2:00 in the afternoon, so as not to hinder Catholics in the practice of their services and ceremonies. * a corporation of clergy responsible for the services in a church district",4,DBQ,1,2013,ap13_frq_euro_history.txt
"Source: King Henry IV of France, Edict of Nantes, 1598. And not to leave any occasion of trouble and difference among our subjects, we permit to those of the Reformed religion to live and dwell in all the cities and places of our Kingdom . . . without being inquired after, vexed, molested, or compelled to do anything in religion, contrary to their conscience, nor by reason of the same to be searched after in houses or places where they live, as long as they comport themselves in other things as is contained in this edict.",5,DBQ,1,2013,ap13_frq_euro_history.txt
"Source: John Lilburne, William Walwyn, Thomas Prince, and Richard Overton, English Levelers,* An Agreement of the Free People of England, pamphlet, London, 1649. We do not empower or entrust our said representatives to make any Laws, Oaths, or Covenants, whereby to compel by penalties or otherwise any person [in] matters of faith, religion, or God’s worship, or to restrain any person from the profession of his faith, or exercise of religion according to his conscience, nothing having caused more distractions and anguish in all ages than persecution and molestation for matters of conscience in and about religion. * a group of radical religious and social reformers during the English Civil War who supported Parliament against the king but were later suppressed by Oliver Cromwell",6,DBQ,1,2013,ap13_frq_euro_history.txt
"Source: Paul Hay du Chastelet, French Catholic aristocrat and political writer, treatise, 1669. A king can have no object more worthy of his care and attention than to maintain in his realm the religion which he received from his ancestors. For diversity of belief, cult, and ceremony divides his subjects and causes them to hate and despise one another, which in turn gives rise to conflicts, war, and general catastrophe. On the other hand, unity of belief binds men together. Fellow subjects who pray to God in the same church and worship at the same altar will rarely fight each other. Since this maxim is universally true in the politics of Christian nations, and since our religion is the only one which offers salvation, princes are obliged to maintain it with all their might.",7,DBQ,1,2013,ap13_frq_euro_history.txt
"Source: King Louis XIV of France, Edict of Fontainebleau, 1685. We perceive, with thankful acknowledgment of God’s aid, that the majority of our subjects who followed the Protestant religion have now embraced the Catholic faith. And therefore . . . we have determined that we can do nothing better, in order to obliterate the memory of the troubles, the confusion, and the evils which this false religion has caused in this kingdom than entirely to revoke the Edict of Nantes, as well as all that has since been done in favor of the said religion. . . . We forbid our subjects of the Protestant religion, to meet any more for the exercise of the said religion in any place or private house, under any pretext whatsoever. We enjoin all ministers of the said religion who do not choose to become converts and to embrace the Catholic religion to leave our Kingdom within two weeks of the publication of our present edict, without permission to reside therein beyond that period, or, during that period, to engage in any preaching, on pain of being sent to the galleys. . . .",8,DBQ,1,2013,ap13_frq_euro_history.txt
"Source: Committee of regents of the city of Amsterdam, contract with the Franciscan friar Egidius de Glabbais, authorizing him to open a new Catholic church in the city, 1691. To avoid giving any offense, Glabbais promises that the entrance to the new permitted assembly place shall no longer be on the main street but behind it in an alley, where it is less offensive. . . . Glabbais shall take great care that his services begin and end at such times that no offense will be given by [Catholics] meeting [Protestants] when coming from and going to church. Glabbais shall see to it that Catholics not pass through the street in a troop, nor with rosary, church book, or other offensive objects apparent, when going to or coming from the permitted assembly place.",9,DBQ,1,2013,ap13_frq_euro_history.txt
"0 Source: Agreement between the Lutheran King Charles XII of Sweden and the Catholic Holy Roman Emperor Joseph I after Sweden had defeated the empire in war, 1707. In these places in Silesia* where public practice of the Lutheran religion is prohibited [in accordance with the Treaty of Augsburg], no one shall henceforth be prevented from performing religious observances peacefully and quietly in his own house for himself and his children. . . . And no adherent of the Lutheran religion in Silesia shall be compelled to take part in the rites of the Catholics, to attend their schools, to embrace their faith, or to employ Catholic pastors for ministerial rites; rather, for these purposes every Lutheran shall be permitted to travel freely to neighboring districts where the Lutheran religion thrives. * a region in the Holy Roman Empire",1,DBQ,1,2013,ap13_frq_euro_history.txt
"1 Source: Voltaire, French writer and philosopher, Letters Concerning the English Nation, 1733. Take a view of the Royal Exchange in London, a place more venerable than many courts of justice, where the representatives of all nations meet for the benefit of mankind. There the Jew, the Muslim, and the Christian transact business together, as though they all professed the same religion, and give the name of infidel only to bankrupts. There the Presbyterian confides in the Anabaptist, and the Anglican depends on the Quaker’s word. . . . If only one religion were allowed in England, the Government would very possibly become arbitrary; if there were but two, the people would cut one another’s throats; but as there are such a multitude, they all live happily and in peace.",1,DBQ,1,2013,ap13_frq_euro_history.txt
"2 Source: Maria Theresa, Austrian empress, letter to her son and heir Joseph II, 1777. [How can one rule] without a dominant religion? Toleration and indifference are precisely the true means of undermining everything. . . . He is no friend of humanity who allows everyone his own thoughts. . . . Will you allow everyone to fashion his own religion as he pleases? If there is no subordination to the Church, what will then become of us? A manifesto by you granting religious toleration can produce the utmost distress and make you responsible for many thousands of souls. What is at stake is not only the welfare of the State, but your own salvation. . . . I only wish that my son will return from his erroneous views, from those wicked books whose authors want to introduce an imaginary freedom which can never exist and which degenerates into license and into complete revolution.",1,DBQ,1,2013,ap13_frq_euro_history.txt
"Source: Miroslav Tyrs, commemorative speech as cofounder, annual meeting, Czech National Gymnastics Organization, Prague, 1863. Our work is difficult and our task sacred. We must create a new race, hardier than its predecessors. Combining a strong body with a strong will, we will once again unite the dovelike meekness of the Slav with the falcon-like boldness of more glorious times. This new race will not depend on foreigners for its rights. Rather by defending its own in days of storm and stress, this new race will create an unbreachable defense on which the assaults of our foes will be shattered.",1,DBQ,1,2006,_ap06_frq_european_hi_51759.txt
"Source: Extracts from the Czech National Gymnastics Organization official publication, The Czech Falcon, 1865–1912. THE CZECH FALCON NATIONAL GYMNASTICS ORGANIZATION 1865–1912 Year Number of Clubs Membership 1865 19 1,712 1875 72 7,191 1883 105 11,197 1888 171 19,817 1897 466 43,870 1902 605 50,238 1905 671 52,169 1910* 916 95,077 *1910: Women (14,585) were counted as part of the total for the first time.",2,DBQ,1,2006,_ap06_frq_european_hi_51759.txt
"Source: Sir Robert Baden-Powell, founder of the Boy Scouts, Scouting for Boys, London, 1908. Football [soccer] in itself is a grand game for developing a lad physically and morally, for he learns to play with good temper and unselfishness, to play in his place and “play the game” and these are the best of training for any game of life. But it is a vicious game when it draws crowds of lads away from playing the game themselves to be merely onlookers at a few paid performers. There are thousands of boys and young men, pale, narrow-chested, hunched up, miserable specimens, smoking endless cigarettes, numbers of them betting, all of them learning to be hysterical as they groan and cheer in panic along with their neighbors. 3",3,DBQ,1,2006,_ap06_frq_european_hi_51759.txt
"Source: African delegate of a British colony to African Political Association, speech, “A Sound Mind in a Sound Body,” Cape Town, South Africa, 1910. Great moral lessons can be learned on the cricket and rugby fields—two forms of sport of which our people are passionately fond. In a rugby game the players sometimes pack into one inseparable whole, called a scrum, and press forward with a regular rhythmic movement and a steadiness of purpose. There is perfect union. Passing is accurate and well timed; finally, there is a complete subordination of self. Our young men are good cricketers, but poor rugby players. In cricket, individual excellence often wins the game, while the result of a rugby match depends much more on union and combination. As on the rugby field, so in the battle of life. We lack union: we refuse to combine.",4,DBQ,1,2006,_ap06_frq_european_hi_51759.txt
"Source: Martin Berner, Berlin journalist, “The Olympic Idea in the World,” Soccer, Track and Field Journal, Berlin, 1913. The Olympic Games are a war, a real war. You can be sure that many participants are willing to offer—without hesitation—several years of their lives for a victory of the fatherland. The Olympic idea of the modern era has given us a symbol of world war, which does not show its military character very openly, but—for those who can read sports statistics—it gives enough insight into world ranking. 4",5,DBQ,1,2006,_ap06_frq_european_hi_51759.txt
,6,DBQ,1,2006,_ap06_frq_european_hi_51759.txt
"Source: M. Fauré-Dujarric, “Practical Organization of a Sports Society,” Paris Encyclopedia of Sports, Paris, 1924. The young sportsman, having arrived at the age of maturity, rediscovers in the struggles of life all the emotions, all the drama that he has known, all the victories that he has won on the green fields that were the theater of his youthful escapades. As then, so now, the focus of interest gathers around some ball that he must grasp firmly so that he can take it from the reach of his opponents’ desire! Whether we like it or not, the law of national solidarity will make us dependent upon our fellow citizens, who make up the great national team of which we are obliged to be members.",7,DBQ,1,2006,_ap06_frq_european_hi_51759.txt
"Source: Nikolai Semashko, physician and first Soviet Health Minister, “Tenth Anniversary of Soviet Medicine in Physical Education,” Theory and Practice of Physical Education, Moscow, 1928. Physical culture in the Soviet understanding of the term is concerned not with record breaking, but with people’s physical health. It is an integral part of the cultural revolution and therefore has personal and social hygiene as its major objective, teaching people to use the forces of nature—the sun, air, and water—the best proletarian doctors.",8,DBQ,1,2006,_ap06_frq_european_hi_51759.txt
"Source: Y. Mihashi, Japanese traveler, account of a high school gymnastics exhibition in Ollerup, Denmark, unpublished article, Tokyo, 1930. People became completely carried away. The sun shone and was reflected by the muscular, sweating bodies, who looked like statues come alive, moving with an unbelievable living rhythm. The unity of the animated responses of the gymnasts is difficult to describe in words. The time passed so quickly that more than an hour of instruction seemed like a mere moment. Suddenly, one heard voices raised in song and the gymnasts circled like victorious warriors, bearing the Danish flag before them. They symbolized happiness itself, and the applause of tens of thousands of spectators knew no limits. We were all in ecstasy. 6",9,DBQ,1,2006,_ap06_frq_european_hi_51759.txt
"0 Source: Alice Profe, German physician, “Recent Observations regarding the Physical Education of Women,” Railroad Exercise and Sports Newspaper, Berlin, 1930. There is no muscle which is built and works in a female fashion and which reacts in a special manner to the exertion of physical exercises; there is no female blood, no female breathing, which makes the female particularly suitable for swinging movements. None of these claims has a scientific basis. Just as women do not eat differently from men to gain strength, neither do they need different exercises from men to achieve a strengthening of their bodies.",1,DBQ,1,2006,_ap06_frq_european_hi_51759.txt
"1 Source: British National Workers Sports Association, “Peace Through Sport,” Fifth Annual Report, Cardiff, Wales, 1935. The high standard of play and sportsmanship shown by the players, both Continental and English, made me feel sorry that such international matches are not held more frequently. It serves to show that the cause of Peace can be best achieved by the friendly rivalry between our Continental Brothers and ourselves on the Sports Field. When the Working Class of the World know one another better, and fraternize more freely, it will be much easier to talk Peace and infinitely harder for capitalists and Dictators to stir up nations to war against each other.",1,DBQ,1,2006,_ap06_frq_european_hi_51759.txt
"2 Source: Ingeborg Schrer, Swedish gymnast, autobiography recalling the beginning of Swedish gymnastics in the 1880’s, published in 1940. For the young girls of today, it will certainly be impossible to imagine the wonderful pleasure of putting on a gymnastics costume in which one could move freely, though the sleeves were long and the frock went down below the knees. This dress was still regarded as improper, and many years were to pass before we could do our exercises in the open air. But how beautiful it was to feel one’s strength growing from arm exercises on the horizontal bar, from climbing the rope and from those many wonderful vaults that required courage and agility.",1,DBQ,1,2006,_ap06_frq_european_hi_51759.txt
"Source: Holy Roman Emperor Matthias, open letter to his Protestant subjects in Bohemia, 1618 It has been alleged that the free exercise of religion will be abolished. We want to make it clear to you through this open letter that we have no intention of rescinding the agreement between the religions, still less want anyone else to do this, despite what others in Bohemia may have said. Moreover, we have always intended, and still intend, to preserve all the Bohemian privileges, liberties, and treaties. Anyone who claims otherwise slanders us before God and the world. Rest assured, dear obedient, loyal, and true Bohemian subjects, and do not give credence to such falsehoods. We would like nothing more than to return in person to our royal throne and residence amongst our loyal and obedient subjects and inhabitants and clear up these misunderstandings with God’s help. However, we cannot come to our Bohemian territories at the moment, partly through poor health, but also pressure of other important affairs. Capable and prominent individuals will be appointed to clear up this misunderstanding. Since no enemy threatens us as ruler of Bohemia, there are no constitutional grounds to raise soldiers to defend the country, and thus no grounds for anyone, whoever, they might be, to use the territorial privileges, letters of majesty, ordinances, freedoms, or laws to justify arming.",1,DBQ,1,2018,ap18-frq-european-history.txt
"Source: Selections from the constitution of the Bohemian Federation, a coalition of nobles and city governments, 1619 Since the Almighty has also given his grace and blessing as this Confederation is solely in defense of religion, the territories have agreed that each and every one of their coreligionists should follow a Christian life according to the Calvinist teaching and faith, avoid and prevent sin, vice, public trouble, hypocrisy, in whatever form, and follow strictly the admonishments from the pulpit and the authorities.... All churches in these united territories currently in Calvinist hands are to remain so in perpetuity.... The free exercise of Calvinist religion is extended to every man and woman in all united territories and towns regardless as to whether they belong to the king or queen, permitting the construction of churches, schools, and cemeteries, and the appointment of Calvinist pastors and schoolteachers. Everyone shall be allowed to follow the old ceremonies of their Christian conscience in their own church. However, to ensure better unity and to prevent all kinds of difficulties and bitterness, there are to be no insults or personal attacks from the pulpit upon pain of removal from office.... Should, contrary to hope, a king attempt anything contravening the religious concessions, unions, and this constitution, and thereby force the territories to take defensive measures, then all of these united kingdoms and provinces are released from their duty and cannot be subsequently held to account for any insults to the royal sovereignty and majesty.",2,DBQ,1,2018,ap18-frq-european-history.txt
"Source: Bernhard Baumann, Jesuit official in Heidelberg, report to Elector Maximilian of Bavaria on efforts to re-Catholicize previously Protestant areas after the Catholic victory in that region, 1628 Four hundred in the town and 1,200 outside it have been freed from heresy; on feast days we get around 700 communicants in the Church of the Holy Spirit. We alone look after parish duties, visit the sick and converts daily, conduct catechism inside the town and outside, and deliver two sermons on Sundays. These crowds are gathered with great difficulty; since only six months ago the richer townspeople were so obstinate, that two or three hundred declared they would emigrate if they were forced to convert. Then entire districts (they had arranged this in advance) declared they would keep the faith of their ancestors, because we could not steal this like other possessions. Since the orders arrived from Munich [to intensify Catholic conversions] they have used unbelievable deceptions to try to circumvent these. Furthermore, they complain to the Holy Roman Emperor, but the secular government, to its undying credit, knew how to stop this.",3,DBQ,1,2018,ap18-frq-european-history.txt
"Source: Letter from Gustavus Adolphus, king of Sweden, to the Protestant elector of Brandenburg, 1630 I have come into this land for no other purpose than to free it from the thieves and robbers who have so plagued it, and, first and foremost, to help his Excellency [the elector] out of his difficulties. Does his Excellency then not know that the [Holy Roman] emperor and his followers do not mean to rest till the Protestant religion is wholly rooted out of the empire, and that his Excellency has nothing else to expect than being forced either to deny his religion or to leave his country? Does he think by prayers and pleas and such like means to obtain something different?...I seek not my own advantage in this war, nor any gain save the security of my kingdom; I can look for nothing but expense, hard work, trouble, and danger to life and limb. I tell you plainly that I will know nor hear nothing of “neutrality”; his Excellency must be either friend or foe. When I reach his frontier he must declare himself either hot or cold. The fight is between God and the devil. If his Excellency is on God’s side, let him stand by me; if he holds rather with the devil, then he must fight with me; there is no third course, that is certain.",4,DBQ,1,2018,ap18-frq-european-history.txt
"Source: Confidential account of a meeting between Axel Oxenstierna, Swedish high chancellor, and Sweden’s ally Brandenburg after the death of Gustavus Adolphus, 1633 Concerning the late Gustavus Adolphus’ intentions: They were, in general, to disrupt the plans of the enemy, whose intentions with regards to the Baltic Sea are sufficiently well-known. His Majesty therefore intended to ensure the safety of his kingdom and the Baltic region, and liberate the oppressed lands [of Germany]; and thereafter to proceed according as events might develop: it was no part of his original intention to march as far into Germany as he did. He saw and clearly understood where that would lead, but the enemy and the circumstances compelled this. His majesty was there in person wherever the greatest danger was.",5,DBQ,1,2018,ap18-frq-european-history.txt
"Source: Jean Gagniere, “The elimination of heresy, and of rebellion, through the care of Cardinal Richelieu,” France, 1640. Richelieu, the chief minister of France, removes caterpillars representing Protestant Huguenots from the fleur-de-lis, the symbol of France, while the lion and eagle, representing Catholic Spain and Austria, are kept restrained by chains. Bibliotheque Nationale, Paris, France/Bridgeman Images",6,DBQ,1,2018,ap18-frq-european-history.txt
"Source: Pope Innocent X, papal declaration in response to the treaty of Westphalia, 1648 Consumed by zeal for the house of the Lord, we endeavor everywhere to maintain the integrity and the authority of the Catholic Church, so that the ecclesiastical rights of which we have been appointed guardian by our Savior shall not in any way be impaired by those who seek their own interest rather than God’s, and that we may not be accused of negligence when we shall render account to God. Accordingly it is not without deep pain that we have learned that by several articles in the peace concluded at [Westphalia], between our very dear son in Christ, Ferdinand, king of the Romans and emperor elect, on the one hand, and the Swedes, as well as our very dear son in Jesus Christ, Louis, the very Christian king of the French, on the other, great prejudice has been done to the Catholic religion, the divine service, the Roman apostolic see, the ecclesiastical order, their jurisdictions, authority, immunities, liberties, exemptions, privileges, possessions, and rights... Accordingly we assert and declare that all the articles in the treaty which in any way impair...the Catholic religion, divine worship, or the salvation of souls....have been, and are of right, and shall perpetually be, null and void...even when they be ratified by oath.",7,DBQ,1,2018,ap18-frq-european-history.txt
"December 1921 cartoon from a British magazine showing British Prime Minister Lloyd George and French Prime Minister Aristide Briand and a fgure representing Germany, kneeling in the water. Image is titled A Transparent Dodge with the captions:Germany...""Help! Help"" Throw me the life-belt!""Mr. Loyd George, M. Briand.... ""Try standing on your feet.""Aristide Briand and Lloyd George taunt the drowning Germany, December, 1921 (litho), English School, (20th century) / Private Collection / Bridgeman Images",0,SAQ,2,2018,ap18-frq-european-history.txt
"Source: Legislation passed by Bismarck’s government, 1869–1878 Law Concerning the Equality of all Religions with Respect to Civil Rights and Citizenship of July 3, 1869: All restrictions on citizenship or civil rights based on differences in religious confession are abolished. The right to hold public office shall be independent of religious confession. School Inspection Law of March 11, 1872: The supervision of all public and private school and educational institutions is solely under the control of the state and not of any clergy. Law Concerning the Order of the Society of Jesus [The Jesuits] of July 4, 1872: The Order of the Society of Jesus and similar order-like Congregations, are banned hereby from the territory of the German Reich. The members of the Order of the Society of Jesus or similar order-like Congregations can be banished, if they are foreigners; if they are natives, their residence in certain districts or places can be denied, or they can be banished. Law Against the Publicly Dangerous Endeavors of Social Democracy from October 21, 1878: Societies which aim at the overthrow of the existing political or social order through social-democratic, socialist, or communist endeavors are to be prohibited. Public festivities and processions shall be treated the same as meetings. Publications in which social-democratic, socialist, or communist endeavors aimed at the overthrow of the existing political or social order are manifested in a manner calculated to endanger the harmony among all classes of the population are to be prohibited.",1,DBQ,1,2016,ap16_frq_european_history.txt
"Source: Wilhelm Liebknecht, German socialist, political speech, 1869 Is it the duty of the Socialists to send delegates to the Reichstag [German parliament] at all? Our Social-Democratic Party (SPD)* must not, under any circumstances, or in any field, engage in transactions with its opponents. We can only transact business where there is a common basis. To do business with those who are your opponents in principle is equivalent to a sacrifice of principle.... The slightest concession in matters of principle is a relinquishing of the principle entirely. He who parliamentarizes, compromises. Suppose a candidate comes up for election and the government is absolutely opposed to having him in the Reichstag. The government will confiscate the newspapers that advocate his election—it will do so legally; it will confiscate his election handbills—also legally; or it will give permits for meetings of electors and then dissolve them—again legally; it will arrest the candidate’s campaign managers—quite legally; it will arrest the candidate himself—also legally. They recently arrested a delegate to the Reichstag, and that delegate would still be in prison right now if the National Liberals** had not been convinced by Bismarck of his harmlessness. There is no possibility of our having an influence on legislation. Tell me, in heaven’s name, what would be the use of a presentation of our principles in the Reichstag? Do you think you would convert the members of the Reichstag? The idea is more than childish; it is infantile. *the largest socialist party in Germany **one of the main parties supporting Bismarck’s government at the time",2,DBQ,1,2016,ap16_frq_european_history.txt
"Source: Hermann Wagener, high public official and conservative politician, memorandum written for Otto von Bismarck, “Why the Government Cannot Ignore the Social Question: A Conservative View,” 1872 It is extremely dangerous to take up the battle against the ultramontane [extremely Catholic] and socialist parties simultaneously. It is important to keep those pursuing anti-national aims away from the social movement but it would be a political mistake to subject socialist leaders to emergency laws on account of their social advocacy, particularly without also doing something substantial to satisfy the just efforts of their followers. It would be hopeless to fight a powerful idea merely with material means, and, with respect to the extremely powerful Catholic-clerical idea, there is currently only one idea that can be used as a political counterweight with any prospect of success—and that is the social idea. The “social Kaiser” has a stronger position than even the “social Pope.” At the moment, the mass of the population is wavering, unsure of the direction in which to turn. So far, the international agitation has not gained a broader basis; where the masses turn, however, will be of crucial significance not just for politics but also for the character of the army. The army will only be completely reliable if the workers, who make up its main contingent, are won over and bound to the idea of the Reich through its very benefits and performance.",3,DBQ,1,2016,ap16_frq_european_history.txt
"Source: “At the helm,” political cartoon portraying Bismarck, published in a satirical German magazine, 1879 The cartoon portrays Bismarck standing on the deck of a ship and holding the ship’s steering wheel while looking off into the distance during a storm at sea. The ship’s wheel has 3 handles aligned with spokes on the wheel that represent people and are labeled from the top moving clockwise, Conservative, Liberal, and Ultramontane. Bismarck is holding on to the Conservative handle at the top of the wheel and has a hand on the lower Ultramontane handle. The Liberal handle is at the lowest position on the wheel.bpk, Berlin / Dietmar Katz / Art Resource, NY Caption: The Liberal says to the other two: “Don’t worry; when the wind shifts, I’ll be on top again.”",4,DBQ,1,2016,ap16_frq_european_history.txt
"Source: Kaiser Wilhelm I’s speech opening the Reichstag, Berlin, November 1881 We, Wilhelm, German Emperor by the Grace of God, King of Prussia announce that in February of this year, We let Our conviction be known that curing social defects will be pursued not only through the repression of Social Democratic excesses but also through the promotion of workers’ welfare. We deem it Our Imperial Duty to urge the Reichstag to take this task to heart once again. We would look back with all the more satisfaction on the many successes with which God has blessed Our government [and] We could be content having left the fatherland lasting guarantees of internal peace and having given the needy greater security and the assistance to which they are entitled. We trust that we have the support of the Reichstag, despite party differences. The draft bill submitted during the last session on insuring workers against industrial accidents will be revised. Another bill will be added; the additional bill will give consistent organization to the commercial health insurance system. [It should not be forgotten], however, that all those persons who have become unfit for gainful employment through age or disability also have a legitimate claim to a greater degree of state welfare than they have received thus far. Finding the proper ways and means to ensure this level of welfare is difficult, but it is also one of the highest tasks of any community that rests upon the moral foundation of a Christian national life.",5,DBQ,1,2016,ap16_frq_european_history.txt
"Source: Chancellor Otto von Bismarck, speech in support of the new accident insurance bill, Berlin, March 5, 1884 Government according to Frederick the Great is to serve the people; the opposite is to dominate the people. We want to serve the people. It is not correct that we made the proposal to win more support for the Anti-Socialist law. At the time of the proposal of the law, His Majesty the Emperor and the majority of the Reichstag promised that as a corollary to this law there would also be a serious effort to better conditions for the workers. The whole problem is rooted in the question: does the state have the responsibility to care for its helpless fellow citizens, or does it not? I maintain that it does have this duty and not simply the Christian state but indeed every state. There are objectives that only the state can fulfill including national defense and the general system of transportation. But the state must help persons in distress and prevent the workers’ complaints that can be exploited by the Social Democrats. If one argues against my position that this is socialism, then I do not fear that at all. The question is what are the limits of state socialism? Each law for poor relief is socialism. There are states that distance themselves so far from socialism that poor laws do not exist at all. These states take the French view that every French citizen has the right to starve and that the state has no responsibility to hinder him in the exercise of his right.",6,DBQ,1,2016,ap16_frq_european_history.txt
"Source: Eugen Richter, liberal journalist and politician, newspaper article, 1890 The dismissal of Reich Chancellor Prince Bismarck is an accomplished fact. Thank God he’s gone! A continuation of the domestic policy pursued up to now would actually have brought Germany to ruin, had it been followed by another such period. The fact that in the last elections one-fifth of the German people declared their support for the Social Democratic Party is mainly the fault of the Bismarckian system of government; it boosted socialism artificially by offering the carrot one moment and applying the stick the next. Existing religious differences were exacerbated through the battle over church policy, carried out by way of the police and criminal regulations. The incitement of the parties against each other, the suspicions cast upon people’s patriotism, and the denial of patriotism to any political dissident resulted from a press corrupted by bribery and fear. Before the eyes of the world, what he did to unify the Fatherland was shown to the fullest advantage; but later generations, those destined to suffer the consequences of his flawed domestic policies, will become fully aware of how these measures have sinned against national life. We must once again draw inspiration from the idea that the people themselves are called upon to participate in their own destiny. In the long term, people get only the kind of government they deserve.",7,DBQ,1,2016,ap16_frq_european_history.txt
