source_content,source_number,question_type,question_number,year,question_url,exam_edition
"Source: Mirta Vidal, “Women: New Voice of La Raza,” 1971. [The] awakening of Chicana consciousness has been prompted by the “machismo” she encounters in the movement.... This behavior...isa serious obstacle to women anxious to play a role in the struggle for Chicano liberation. The oppression suffered by Chicanas is different from that suffered by most women in this country. Because Chicanas are part of an oppressed nationality, they are subjected to the racism practiced against La Raza. Since the overwhelming majority of Chicanos are workers, Chicanas are also victims of the exploitation of the working class. But in addition, Chicanas...are relegated to an inferior position because of their sex. Thus, Raza women suffer a triple form of oppression.... Because sexism and male chauvinism are so deeply rooted in this society, there is a strong tendency...todenythe basic right of Chicanas to organize around their own concrete issues. Instead they are told to stay away from the women’s liberation movement because it is an “Anglo thing.” Copyright © 1971 by Pathfinder Press. Reprinted by permission.",5,DBQ,1,2016,https://secure-media.collegeboard.org/digitalServices/pdf/ap/ap16_frq_us_history.pdf,
"Source: United States Congress, Title IX, Education Amendments, 1972. No person in the United States shall, on the basis of sex, be excluded from participation in, be denied the benefits of, or be subjected to discrimination under any education program or activity receiving Federal financial assistance.",6,DBQ,1,2016,https://secure-media.collegeboard.org/digitalServices/pdf/ap/ap16_frq_us_history.pdf,
"Source: Image of a crowd at a reproductive rights demonstration, Pittsburgh, PA, 1974. The image is a photograph of a crowd of people standing on a street and holding homemade signs. Two women are holding a large sign that says, “The Right To Choose” in bold capital letters. A smaller sign on a lamppost states, “The right to choose is the right to refuse.” Each sign has 2 gender symbols for woman painted on them. The group of people includes both women and men and seems to include people of varied ethnicities.Barbara Freeman/Getty Images",7,DBQ,1,2016,https://secure-media.collegeboard.org/digitalServices/pdf/ap/ap16_frq_us_history.pdf,
"Source: Barry Goldwater, a Republican senator from Arizona, The Conscience of a Conservative, 1960. Franklin Roosevelt’s rapid conversion from Constitutionalism to the doctrine of unlimited government is an oft-told story....Iam here concerned...bythe unmistakable tendency of the Republican Party to adopt the same course. The result is that today neither of our two parties maintains a meaningful commitment to the principle of States’ Rights. Thus, the cornerstone of the Republic, our chief bulwark against the encroachment of individual freedom by Big Government, is fast disappearing under the piling sands of absolutism.... The root evil is that the government is engaged in activities in which it has no legitimate business. As long as the federal government acknowledges responsibility in a given social or economic field, its spending in that field cannot be substantially reduced.",1,DBQ,1,2015,https://secure-media.collegeboard.org/digitalServices/pdf/ap/ap15_frq_us_history.pdf,
"Source: Milton Friedman, economist, Capitalism and Freedom, 1962. We now have several decades of experience with governmental intervention.... Which if any of the great “reforms” of past decades has achieved its objectives?... A housing program intended to improve the housing conditions of the poor, to reduce juvenile delinquency, and to contribute to the removal of urban slums, has worsened the housing conditions of the poor, contributed to juvenile delinquency, and spread urban blight.... The greater part of the new ventures undertaken by government in the past few decades have failed to achieve their objectives. The United States has continued to progress; its citizens have become better fed, better clothed, better housed, and better transported; class and social distinctions have narrowed; minority groups have become less disadvantaged.... All this has been the product of the initiative and drive of individuals co-operating through the free market.",2,DBQ,1,2015,https://secure-media.collegeboard.org/digitalServices/pdf/ap/ap15_frq_us_history.pdf,
"Source: Letter to Nelson Rockefeller, Republican governor of New York, February 6, 1971. This letter is written to you by a law abiding citizen who feels she is discriminated against in favor of dope addicts and welfare cheats. I am a widow who lives alone, works every day, pays taxes and lives by the rules. I get very little from my taxes when I can no longer walk on the streets and when I am afraid in my own home.... Sorry this letter is not typed. My typewriter was stolen.",3,DBQ,1,2015,https://secure-media.collegeboard.org/digitalServices/pdf/ap/ap15_frq_us_history.pdf,
"Source: Jerry Falwell, television evangelist and founder of the Moral Majority, Listen, America!, 1980. We must reverse the trend America finds herself in today. Young people between the ages of twenty-five and forty have been born and reared in a different world than Americans of years past. The television set has been their primary baby-sitter. From the television set they have learned situation ethics and immorality—they have learned a loss of respect for human life. They have learned to disrespect the family as God has established it. They have been educated in a public-school system that is permeated with secular humanism. They have been taught that the Bible is just another book of literature. They have been taught that there are no absolutes in our world today. They have been introduced to the drug culture. They have been reared by the family and the public school in a society that is greatly void of discipline and character-building. These same young people have been reared under the influence of a government that has taught them socialism and welfarism. They have been taught to believe that the world owes them a living whether they work or not.",4,DBQ,1,2015,https://secure-media.collegeboard.org/digitalServices/pdf/ap/ap15_frq_us_history.pdf,
"Source: 1980 Republican Party Platform. Overseas, our goal is...to preserve a world at peace by keeping America strong. This philosophy once occupied a hallowed place in American diplomacy, but it was casually... dismissed at the outset by the Carter Administration—and the results have been shattering. Never before in modern history has the United States endured as many humiliations, insults, and defeats as it has during the past four years: our ambassadors murdered, our embassies burned, our warnings ignored, our diplomacy scorned, our diplomats kidnapped. The Carter Administration has shown that it neither understands totalitarianism nor appreciates the way tyrants take advantage of weakness. The brutal invasion of Afghanistan promises to be only the forerunner of much more serious threats to the West—and to world peace—should the Carter Administration somehow cling to power.",5,DBQ,1,2015,https://secure-media.collegeboard.org/digitalServices/pdf/ap/ap15_frq_us_history.pdf,
"Source: Teddi Holt, a homemaker, a member of Georgia Stop ERA, and the national president of Mothers On the March, 1984. I am pleased that God blessed me with the privilege of being a woman. I have never been envious of the role of men but have had respect for both sexes. There’s no doubt that there has been discrimination against women, but that is past history, just as discrimination against blacks is past history in the US.... Just what were we women to be liberated from? These women [feminists] were calling for liberation from the things women like me love most—our husbands, our children, our homes. My cry became: “God, liberate us from the Liberators!”... We believe that the mothers of this and other nations must stand up for the protection of our homes and our children. In no way are we extremists, unless we be guilty of extreme devotion to our husbands, our children, and our homes. It is our sincere belief that if we do not unite against the threats to the home, if we retire to the convenience and security of our houses and do not speak out, then it will not be long until we, the “keeper at home” (Titus 2.5) will not have a home to keep! Excerpt from “Women Who Do and Women Who Don’t Join the Women’s Movement” by Teddi Holt and edited by Robyn Rowland, Copyright © 1984 by Teddi Holt. Reproduced by permission of Taylor & Francis Books U.K.",6,DBQ,1,2015,https://secure-media.collegeboard.org/digitalServices/pdf/ap/ap15_frq_us_history.pdf,
"Source: President Franklin D. Roosevelt’s statement on signing the GI Bill of Rights, June 22, 1944 [This bill] gives servicemen and women the opportunity of resuming their education or technical training after discharge, or of taking a refresher or retrainer course, not only without tuition charge up to $500 per school year, but with the right to receive a monthly living allowance while pursuing their studies. It makes provision for the guarantee by the Federal Government of not to exceed 50 percent of certain loans made to veterans for the purchase or construction of homes, farms, and business properties.",1,DBQ,1,2021,https://apcentral.collegeboard.org/media/pdf/ap21-frq-us-history.pdf,
"Source: Property deed to the McIntosh family for a home in Seattle, Washington, 1947 This deed is made subject to the following restrictions, conditions, limitations, covenants and agreements, which shall run with the land and be binding upon the heirs, executors, administrators.... 1. No part of said property shall ever be used or occupied by any person of any Asiatic, Negro, Hawaiian, or Malay race, or any person of extraction or descent of any such race, and the grantee or his successors in interest, shall not place any such person in possession or occupancy of said property, or any part thereof, or permit said property, or any part thereof, to be used or occupied by any such person, except that these provisions shall not prevent the residence upon said property of persons of any such race actually employed in domestic or menial service upon said property by occupants of said premises qualified by race as occupants hereunder.",2,DBQ,1,2021,https://apcentral.collegeboard.org/media/pdf/ap21-frq-us-history.pdf,
"Source: “This is How I Keep House,” McCall’s magazine, 1949 Bringing a new baby into a tiny city apartment, Helen Eckhoff says, taught her as nothing else could the importance of good housekeeping equipment and careful planning before and after a baby arrives. When she and [her husband] Bob discovered, shortly after moving to [a suburb], that they were going to have a second child they began planning for it months in advance.... One of Helen’s greatest joys in her new home is the washing machine, which takes care of the family’s regular laundry...and is invaluable for all the slip covers, curtains, etc., that Helen plans to have spic and span before the baby comes.... Besides her house cleaning economies she saves time for the weekend by carefully planning her Saturday baking and by preparing casserole dishes and quick refrigerator desserts. “It means” she says, “that Bob and I have just about as much social life as we ever did. Naturally I don’t gad about, but there’s always time to have people over. On Saturday night we usually have a television party. Refreshments are simple and we don’t use many dishes so it’s just as relaxing for me as for the guests.”",3,DBQ,1,2021,https://apcentral.collegeboard.org/media/pdf/ap21-frq-us-history.pdf,
"Source: Automobile advertisement, 1950 The figure presents an advertisement page titled “Now thousands own two fine cars!” The following three paragraphs are provided below the title. Paragraph 1: When over a quarter million families are two car families, there must be a reason! And there are many! They are sold on the convenience of two cars in general and the economy of this car in particular! Paragraph 2: With scientifically contoured Power Dome combustion chambers both the 100 horse power V 8 and the 95 horsepower Six give the high compression performance on regular gas — a saving that really adds up! And remember, for style this car has been awarded the Fashion Academy’s Gold Medal as “Fashion Car of the Year” for the second year in a row. Paragraph 3: “Test Drive” it at your Dealer’s today. The car you now own may well provide the down payment on two new cars! To the right of these paragraphs there is a picture titled “The Convertible,” which shows a man with a dog and talking to three women in and around a convertible. A caption below the picture reads: Nothing is smarter, nothing more fun to drive. Your choice of fabric and leather or all leather upholstery and 11 different body colors. And the top goes up or down in seconds, automatically. Below this paragraph a banner reads: There’s a car in your future…with a future built in. Below this banner is a picture titled “The Two Door Sedan,” which shows two women feeding a goose next to a car with a man in the driver’s seat. A caption below the picture reads: A “personal” car with all quality features! Mid Ship Ride! Lifeguard Body! 35 percent easier acting King Size Brakes! And a Deep Deck Luggage Locker that holds all the bags and baggage!The Advertising Archives / Alamy Stock Photo",4,DBQ,1,2021,https://apcentral.collegeboard.org/media/pdf/ap21-frq-us-history.pdf,
"Source: William H. Whyte, Jr., The Organization Man, 1956 This book is about the organization man....[Organization men] are not the workers, nor are they the white-collar people in the usual, clerk sense of the word. These people only work for The Organization. The ones I am talking about belong to it as well. They are the ones of our middle class who have left home, spiritually as well as physically, to take the vows of organization life, and it is they who are the mind and soul of our great self-perpetuating institutions.... They are all, as they so often put it, in the same boat. Listen to them talk to each other over the front lawns of their suburbia and you cannot help but be struck by how well they grasp the common denominators which bind them.... Theyare wry about it, to be sure; they talk of the “treadmill,” the “rat race,” of the inability to control one’s direction. But they have no great sense of plight; between themselves and organization they believe they see an ultimate harmony....",5,DBQ,1,2021,https://apcentral.collegeboard.org/media/pdf/ap21-frq-us-history.pdf,
"The figure presents a map of the continental United States titled “National System of Interstate and Defense Highways, as of June, 1958.” A key in the map is labeled “Interstate Highways,” and a double line represents 2 lanes and a thick single line represents 4 lanes or more. The following cities are indicated on the map: New York, Washington D.C., Atlanta, St. Louis, Chicago, San Antonio, Denver, and San Francisco. Most of the highways in the northeast and southeast are 4 lane or more highways. There are slightly more 2 lane highways in the New England region and in the Southeast. In the northeast, southeast, and northern Midwest, the highways are more tightly intertwined than in other regions on the map. Throughout the western half of the United States, there are about an equal number of 2 lane and 4 lane or more highways.",6,DBQ,1,2021,https://apcentral.collegeboard.org/media/pdf/ap21-frq-us-history.pdf,
"Source:Q. Mowbray, journalist, Road to Ruin, 1969 [An engineering firm] laid out a freeway system for the city of Nashville.... [Interstate Route 40], instead ofcoming straight into the city, would swing north on a wide loop through the center of the Negro community in North Nashville, where it would wipe out Negro homes and churches, slice through a Negro college complex, and run along the main business street for sixteen blocks, wiping out all the Negro-owned businesses on one side of the street and isolating those on the other side from their customers. Some 650 homes, 27 apartment buildings, and several churches would be pounded into rubble. Isolation of the ghetto would be increased by the creation of fifty dead-end streets along the course of the expressway.",7,DBQ,1,2021,https://apcentral.collegeboard.org/media/pdf/ap21-frq-us-history.pdf,
"Source: Jane Addams, Twenty Years at Hull-House, 1910, describing events in the 1890s. [The] Hull-House [social settlement] had instigated [a political campaign] against a powerful alderman who has held office for more than twenty years in the nineteenth ward, and who, although notoriously corrupt, is still firmly intrenched among his constituents.... We soon discovered that approximately one out of every five voters in the nineteenth ward at that time held a job dependent upon the good will of the alderman. There were no civil service rules to interfere, and the unskilled voter swept the street and dug the sewer, as secure in his position as the more sophisticated voter who tended a bridge or occupied an office chair in the city hall.... Another result of the campaign was an expectation on the part of our new political friends that Hull-House would perform like offices for them, and there resulted endless confusion and misunderstanding because in many cases we could not even attempt to do what the alderman constantly did with a right good will. When he protected a law breaker from the legal consequences of his act, his kindness appeared, not only to himself but to all beholders, like the deed of a powerful and kindly statesman. When Hull-House on the other hand insisted that a law must be enforced, it could but appear like the persecution of the offender. We were certainly not anxious for consistency nor for individual achievement, but in a desire to foster a higher political morality and not to lower our standards, we constantly clashed with the existing political code.",1,DBQ,1,2019,https://apcentral.collegeboard.org/media/pdf/ap19-frq-us-history.pdf,
"Source: President Theodore Roosevelt, speech at Providence, Rhode Island, 1902. The great corporations which we have grown to speak of rather loosely as trusts are the creatures of the State, and the State not only has the right to control them, but it is in duty bound to control them wherever the need of such control is shown. There is clearly need of supervision—need to possess the power of regulation of these great corporations through the representatives of the public—wherever, as in our own country at the present time, business corporations become so very powerful alike for beneficent work and for work that is not always beneficent. It is idle to say that there is no need for such supervision. There is, and a sufficient warrant for it is to be found in any one of the admitted evils appertaining to them.",2,DBQ,1,2019,https://apcentral.collegeboard.org/media/pdf/ap19-frq-us-history.pdf,
"Source: Julian W. Mack, “The Juvenile Court,” Harvard Law Review, 1909. Why is it not just and proper to treat these juvenile offenders, as we deal with the neglected children, as a wise and merciful father handles his own child whose errors are not discovered by the authorities? Why is it not the duty of the state, instead of asking merely whether a boy or a girl has committed a specific offense, to find out what he is, physically, mentally, morally, and then if it learns that he is treading the path that leads to criminality, to take him in charge, not so much to punish as to reform, not to degrade but to uplift, not to crush but to develop, not to make him a criminal but a worthy citizen. And it is this thought—the thought that the child who has begun to go wrong, who is incorrigible, who has broken a law or an ordinance, is to be taken in hand by the state, not as an enemy but as a protector, as the ultimate guardian...;itis this principle, which...wasfirst fully and clearly declared, in the Act under which the Juvenile Court of Cook County, Illinois, was opened in Chicago on July 1, 1899.",3,DBQ,1,2019,https://apcentral.collegeboard.org/media/pdf/ap19-frq-us-history.pdf,
"Source: Governor Hiram Johnson, inaugural address to the Senate and Assembly of the state of California, 1911. When, with your assistance, California’s government shall be composed only of those who recognize one sovereign and master, the people, then is presented to us the question of, How best can we arm the people to protect themselves hereafter?... This means for accomplishing other reforms has been designated the “Initiative and the referendum,” and the precautionary measure by which a recalcitrant official can be removed is designated the “Recall.” And while I do not by any means believe the initiative, the referendum, and the recall are the panacea for all our political ills, yet they do give to the electorate the power of action when desired, and they do place in the hands of the people the means by which they may protect themselves. . . . The opponents of direct legislation and the recall, however they may phrase their opposition, in reality believe the people cannot be trusted. On the other hand, those of us who espouse these measures do so because of our deep-rooted belief in popular government, and not only in the right of the people to govern, but in their ability to govern.",4,DBQ,1,2019,https://apcentral.collegeboard.org/media/pdf/ap19-frq-us-history.pdf,
"Source: National Association for the Advancement of Colored People (NAACP), letter to President Woodrow Wilson, 1913. Dear Mr. President: The National Association for the Advancement of Colored People, through its Board of Directors, respectfully protests against the policy of your Administration in segregating the colored employees in the Departments at Washington. It realizes that this new and radical departure has been recommended, and is now being defended, on the ground that by giving certain bureaus or sections wholly to colored employees they are thereby rendered safer in possession of their offices and are less likely to be ousted or discriminated against. We believe this reasoning to be fallacious. It is based on a failure to appreciate the deeper significance of the new policy; to understand how far reaching the effects of such a drawing of caste lines by the Federal Government may be, and how humiliating it is to the men thus stigmatized.",5,DBQ,1,2019,https://apcentral.collegeboard.org/media/pdf/ap19-frq-us-history.pdf,
"Source: James Couzens, Detroit Commissioner of Police and former general manager of the Ford Motor Company, “The Detroit Police Department,” in Story of the Detroit Police Department, 1916–17, annual report for the twelve months ending June 30, 1917. Every means known to scientific administration is being introduced in the police department and systematic methods are being installed to take away every vestige of waste in man-power, so that each officer may do his nd apply his energies in fields where they are the most needed. The past record of each beat in each precinct is being classified and compared so that commanding officers may know just where to place patrolmen to do the most good; a systematization of the work in the Detective Bureau is being arranged so as to bring the man-power of this Bureau to the highest state of efficiency.... . . . The taxpayers who employ the police force want an orderly city and they look not only to the general administration of the police department to see that the laws are enforced and order maintained, but to the commander of each precinct and the men on each beat, to see that there is a minimum of disorder and as few crimes, offenses and cases of violence as possible in the areas over which they preside.",6,DBQ,1,2019,https://apcentral.collegeboard.org/media/pdf/ap19-frq-us-history.pdf,
"Source: The American Issue Publishing Company, a printer and distributor of pamphlets, leaflets, magazines, and books created by the Anti-Saloon League, circa 1918. The figure shows a poster. The following text is shown at the top of the poster: “Wet” or “Dry.” Below the text that reads “Wet,” there is a large man labeled Brewer who is dressed in a suit, tie, long coat, and top hat. He is shown standing in front of an automobile and has his hand outstretched as if he is awaiting a handshake. The following text is shown next to the man: “Vote Wet for My Sake!” Below the text that reads “Dry,” there is a woman who is dressed in a long dress, wearing an apron. The woman is holding a baby and has two small children at her feet. She is shown in her home and has her hand outstretched. The following text is shown next to the woman: “Vote Dry for Mine!” Below the two images is the following text: Shall the Mothers and Children be Sacrificed to the Financial Greed of the Liquor Traffic? It is Up to You, Voter, to Decide. Vote Dry.Fotosearch/Getty Images",7,DBQ,1,2019,https://apcentral.collegeboard.org/media/pdf/ap19-frq-us-history.pdf,
"Source: Treaty concerning the Cession of the Russian Possessions in North America by his Majesty the Emperor of all the Russias to the United States of America, June 20, 1867. His Majesty the Emperor of all the Russias agrees to cede to the United States, by this convention, immediately upon the exchange of the ratifications thereof, all the territory and dominion now possessed by his said Majesty on the continent of America and in the adjacent islands, the same being contained within the geographical limits herein set forth.... The inhabitants of the ceded territory, according to their choice...may return to Russia within three years; but if they should prefer to remain in the ceded territory, they, with the exception of uncivilized native tribes, shall be admitted to the enjoyment of all the rights, advantages, and immunities of citizens of the United States, and shall be maintained and protected in the free enjoyment of their liberty, property, and religion. The uncivilized tribes will be subject to such laws and regulations as the United States may, from time to time, adopt in regard to aboriginal tribes of that country.... In consideration of the cession aforesaid, the United States agree to pay...seven million two hundred thousand dollars in gold.",1,DBQ,1,2018,https://secure-media.collegeboard.org/apc/ap18-frq-us-history.pdf,
"Source: Josiah Strong, Our Country: Its Possible Future and Its Present Crisis, 1885. It seems to me that God, with infinite wisdom and skill, is training the Anglo-Saxon race for an hour sure to come in the world’s future. Heretofore there has always been in the history of the world a comparatively unoccupied land westward, into which the crowded countries of the East have poured their surplus populations. But the widening waves of migration, which millenniums ago rolled east and west from the valley of the Euphrates, meet today on our Pacific coast. There are no more new worlds. The unoccupied arable lands of the earth are limited, and will soon be taken. The time is coming when the pressure of population on the means of subsistence will be felt here as it is now felt in Europe and Asia. Then will the world enter upon a new stage of its history—the ﬁnal competition of races, for which the Anglo-Saxon is being schooled.... Then this race of unequaled energy, with all the majesty of numbers and the might of wealth behind it—the representative, let us hope, of the largest liberty, the purest Christianity, the highest civilization—having developed peculiarly aggressive traits calculated to impress its institutions upon mankind, will spread itself over the earth.",2,DBQ,1,2018,https://secure-media.collegeboard.org/apc/ap18-frq-us-history.pdf,
"Source: Captain Alfred Thayer Mahan, The Interest of America in Sea Power, Present and Future, 1897. To affirm the importance of distant markets, and the relation to them of our own immense powers of production, implies logically the recognition of the link that joins the products and the markets,—that is, the carrying trade; the three together constituting that chain of maritime power to which Great Britain owes her wealth and greatness. Further, is it too much to say that, as two of these links, the shipping and the markets, are exterior to our own borders, the acknowledgment of them carries with it a view of the relations of the United States to the world radically distinct from the simple idea of self-sufficingness?... There will dawn the realization of America’s unique position, facing the older worlds of the East and West, her shores washed by the oceans which touch the one or the other, but which are common to her alone. Despite a certain great original superiority conferred by our geographical nearness and immense resources,—due, in other words, to our natural advantages, and not to our intelligent preparations,—the United States is woefully unready, not only in fact but in purpose, to assert in the Caribbean and Central America a weight of influence proportioned to the extent of her interests. We have not the navy, and, what is worse, we are not willing to have the navy, that will weigh seriously in any disputes with those nations whose interests will conflict there with our own. We have not, and we are not anxious to provide, the defence of the seaboard which will leave the navy free for its work at sea. We have not, but many other powers have, positions, either within or on the borders of the Caribbean.",3,DBQ,1,2018,https://secure-media.collegeboard.org/apc/ap18-frq-us-history.pdf,
"Source: The Boston Globe, May 28, 1898. The figure presents a political cartoon with the caption, “Well, I hardly know which to take first!” The cartoon shows Uncle Sam sitting at a table in a restaurant. President William McKinley stands at the table, dressed as a server. Uncle Sam is deciding what to order from a menu on the wall, titled “Bill of Fare.” The first item on the menu is “Cuba Steak,” accompanied by a map of Cuba. The second item on the menu is “Porto Rico Pig,” accompanied by a map of Puerto Rico. With pig’s feet drawn on the bottom, the map appears to be the outline of a pig. The third item on the menu is “Philippine Floating Islands,” accompanied by a map of the Philippines. The fourth item on the menu is “Sandwich Islands,” accompanied by a map of the Hawaiian Islands.Courtesy of the Library of Congress #LC-USZ62-91465",4,DBQ,1,2018,https://secure-media.collegeboard.org/apc/ap18-frq-us-history.pdf,
"Source: John Hay, United States Secretary of State, The Second Open Door Note, July 3, 1900. To the Representatives of the United States at Berlin, London, Paris, Rome, St. Petersburg, and Tokyo Washington, July 3, 1900 In this critical posture of affairs in China it is deemed appropriate to define the attitude of the United States as far as present circumstances permit this to be done. We adhere to the policy...of peace with the Chinese nation, of furtherance of lawful commerce, and of protection of lives and property of our citizens by all means guaranteed under extraterritorial treaty rights and by the law of nations.... Weregardthe condition at Pekin[g] as one of virtual anarchy.... The purpose of the President is...toact concurrently with the other powers; first, in opening up communication with Pekin[g] and rescuing the American officials, missionaries, and other Americans who are in danger; secondly, in affording all possible protection everywhere in China to American life and property; thirdly, in guarding and protecting all legitimate American interests; and fourthly, in aiding to prevent a spread of the disorders to the other provinces of the Empire and a recurrence of such disasters.... The policy of the Government of the United States is to seek a solution which may bring about permanent safety and peace to China, preserve Chinese territorial and administrative entity, protect all rights guaranteed to friendly powers by treaty and international law, and safeguard for the world the principle of equal and impartial trade with all parts of the Chinese Empire.",5,DBQ,1,2018,https://secure-media.collegeboard.org/apc/ap18-frq-us-history.pdf,
"Source: Puck, a satirical magazine, November 20, 1901. The figure presents a political cartoon titled “It’s, quote, Up To, end quote, Them.” The cartoon shows a larger than life-size version of Uncle Sam, holding a person in each of his palms: a soldier with a gun in one and a woman labeled “school teacher” in the other. Uncle Sam faces a group of Filipino people, who appear to be looking at him curiously. A caption below the image reads “Uncle Sam, to Filipinos—You can take your choice;—I have plenty of both.”Courtesy of the Library of Congress #LC-DIG-ppmsca-25583",6,DBQ,1,2018,https://secure-media.collegeboard.org/apc/ap18-frq-us-history.pdf,
"Source: President Theodore Roosevelt, Fourth Annual Message to Congress, December 6, 1904. There are kinds of peace which are highly undesirable, which are in the long run as destructive as any war. Tyrants and oppressors have many times made a wilderness and called it peace. Many times peoples who were slothful or timid or shortsighted, who had been enervated by ease or by luxury, or misled by false teachings, have shrunk in unmanly fashion from doing duty that was stern and that needed self-sacrifice, and have sought to hide from their own minds their shortcomings, their ignoble motives, by calling them love of peace.... It is our duty to remember that a nation has no more right to do injustice to another nation, strong or weak, than an individual has to do injustice to another individual; that the same moral law applies in one case as in the other. But we must also remember that it is as much the duty of the Nation to guard its own rights and its own interests as it is the duty of the individual so to do.... It is not true that the United States feels any land hunger or entertains any projects as regards the other nations of the Western Hemisphere save such as are for their welfare. All that this country desires is to see the neighboring countries stable, orderly, and prosperous. Any country whose people conduct themselves well can count upon our hearty friendship. If a nation shows that it knows how to act with reasonable efficiency and decency in social and political matters, if it keeps order and pays its obligations, it need fear no interference from the United States. Chronic wrongdoing, or an impotence which results in a general loosening of the ties of civilized society, may in America, as elsewhere, ultimately require intervention by some civilized nation, and...theexercise of an international police power.",7,DBQ,1,2018,https://secure-media.collegeboard.org/apc/ap18-frq-us-history.pdf,
"Source: Teapot, made in England between 1766 and 1770, inscribed on one side with “No Stamp Act” and on the other with “America, Liberty Restored.” Smithsonian Institution, National Museum of American History, Home and Community Life",1,DBQ,1,2017,https://apcentral.collegeboard.org/media/pdf/ap-us-history-frq-2017.pdf?course=ap-united-states-history,
"Source: The Virginia House of Burgesses, The Virginia Resolves, 1769. It is the Opinion of this Committee, that the sole Right of imposing Taxes on the Inhabitants of this his Majesty’s Colony and Dominion of Virginia, is now, and ever hath been, legally and constitutionally vested in the House of Burgesses, lawfully convened according to the ancient and established Practice, with the Consent of the Council, and of his Majesty, the King of Great-Britain, or his Governor, for the Time being. It is the Opinion of this Committee, that it is the undoubted Privilege of the Inhabitants of this Colony, to petition their Sovereign for Redress of Grievances; and that it is lawful and expedient to procure the Concurrence of his Majesty’s other Colonies, in dutiful Addresses, praying the royal Interposition in Favour of the Violated Rights of America.... It is the Opinion of this Committee, that an humble, dutiful, and loyal Address, be presented to his Majesty, to assure him of our inviolable Attachment to his sacred Person and Government; and to beseech his royal Interposition, as the Father of all his people, however remote from the Seat of his Empire, to quiet the Minds of his loyal Subjects of this Colony, and to avert from them, those Dangers and Miseries which will ensue, from the seizing and carrying beyond Sea, any Person residing in America, suspected of any Crime whatsoever, to be tried in any other Manner, than by the ancient and long established Course of Proceeding.",2,DBQ,1,2017,https://apcentral.collegeboard.org/media/pdf/ap-us-history-frq-2017.pdf?course=ap-united-states-history,
"Source: Samuel Adams, The Rights of the Colonists, 1772. All men have a right to remain in a state of nature as long as they please; and in case of intolerable oppression, civil or religious, to leave the society they belong to, and enter into another. When men enter into society, it is by voluntary consent; and they have a right to demand and insist upon the performance of such conditions and previous limitations as form an equitable original compact.... The natural liberty of man is to be free from any superior power on earth, and not to be under the will or legislative authority of man, but only to have the law of nature for his rule.",3,DBQ,1,2017,https://apcentral.collegeboard.org/media/pdf/ap-us-history-frq-2017.pdf?course=ap-united-states-history,
"Source: Quaker leaders, address to the Pennsylvania colonial assembly, January 1775. Having considered, with real sorrow, the unhappy contest between the legislature of Great Britain and the people of these colonies, and the animosities consequent therein, we have by repeated public advices and private admonitions, used our endeavors to dissuade the members of our religious society from joining with the public resolutions promoted and entered into by some of the people, which as we apprehended, and so we now find, have increased contention, and produced great discord and confusion.... We are therefore incited by a sincere concern for the peace and welfare of our country, publicly to declare against every usurpation of power and authority in opposition to the laws and government, and against all combinations, insurrections, conspiracies, and illegal assemblies; and as we are restrained from them by the conscientious discharge of our duty to Almighty God, “by whom kings reign and princes decree justice,” we hope...to maintain...thefidelity we owe to the King and his government, as by law established; earnestly desiring the restoration of that harmony and concord which have heretofore united the people of these provinces.",4,DBQ,1,2017,https://apcentral.collegeboard.org/media/pdf/ap-us-history-frq-2017.pdf?course=ap-united-states-history,
"Source: Janet Schaw, Journal of a Lady of Quality, June 1775. Schaw was a Scot visiting her brother, a merchant, in Wilmington, North Carolina. At present the martial law stands thus: An officer or committeeman enters a plantation with his posse. The alternative is proposed. Agree to join us [the Patriots] and your persons and properties are safe...ifyou refuse, we are directly to cut up your corn, shoot your pigs, burn your houses, seize your Negroes and perhaps tar and feather yourself. Not to choose the first requires more courage than they are possessed of, and I believe this method has seldom failed with the lower sort.",5,DBQ,1,2017,https://apcentral.collegeboard.org/media/pdf/ap-us-history-frq-2017.pdf?course=ap-united-states-history,
"Source: Charles Inglis, Anglican church minister in New York City, The Costs of Revolution, 1776. Where the money is to come from which will defray this enormous annual expense of three millions sterling [for the American Revolution], and all those other debts, I know not.... Certain I am that our commerce and agriculture, the two principal sources of our wealth, will not support such an expense. The whole of our exports from the Thirteen United Colonies, in the year 1769, amounted only to £2,887,898 sterling; which is not so much, by near half a million, as our annual expense would be were we independent of Great Britain. Those exports, with no inconsiderable part of the profits arising from them, it is well known, centered finally in Britain to pay the merchants and manufacturers there for goods we had imported thence—and yet left us still in debt! What then must our situation be, or what the state of our trade, when oppressed with such a burden of annual expense! When every article of commerce, every necessary of life, together with our lands, must be heavily taxed to defray that expense!",6,DBQ,1,2017,https://apcentral.collegeboard.org/media/pdf/ap-us-history-frq-2017.pdf?course=ap-united-states-history,
